,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Anjou,Anjou,Anjou,Anjou,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Beaconsfield,Beaconsfield,Beaconsfield,Beaconsfield,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dorval,Dorval,Dorval,Dorval,Hampstead,Hampstead,Hampstead,Hampstead,Kirkland,Kirkland,Kirkland,Kirkland,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,LaSalle,LaSalle,LaSalle,LaSalle,Lachine,Lachine,Lachine,Lachine,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mont-Royal,Mont-Royal,Mont-Royal,Mont-Royal,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Outremont,Outremont,Outremont,Outremont,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Pointe-Claire,Pointe-Claire,Pointe-Claire,Pointe-Claire,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Léonard,Saint-Léonard,Saint-Léonard,Saint-Léonard,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Senneville,Senneville,Senneville,Senneville,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Verdun,Verdun,Verdun,Verdun,Ville-Marie,Ville-Marie,Ville-Marie,Ville-Marie,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Westmount,Westmount,Westmount,Westmount
2020-11-29,346,257.73771835077656,3922,96,93,217.31002897467053,1209,27,1,26.15746795710175,44,1,19,98.32332850341545,145,7,77,237.3027613412229,1202,17,343,205.9812635118905,4361,115,67,137.01711691445632,917,32,26,136.986301369863,350,14,17,243.79750466083462,152,2,42,208.426380824773,270,8,24,130.3426926627926,319,14,207,269.34537363538186,2267,60,92,206.79269032794625,1157,24,187,137.47573957536906,3807,73,45,221.93726573288617,564,16,3,77.92207792207792,83,3,203,240.99532255383812,3950,55,3,59.4059405940594,59,0,24,100.19203473323871,624,7,159,229.44716221481448,1204,74,95,91.34615384615384,1904,30,34,108.34926704907585,356,16,206,192.9868937541572,3471,67,231,165.48463356973994,3081,66,296,299.5102602501315,2539,111,234,298.8314922418747,2275,89,14,282.3719241629689,41,9,0,0.0,8,0,115,147.15102813783574,1766,36,65,93.89128833292406,1473,14,93,104.29516653583043,2046,28,302,209.93653243241363,4186,113,34,167.3887357227255,325,10
2020-11-30,351,261.4622518529554,3944,22,98,228.99336386578184,1217,8,1,26.15746795710175,44,0,19,98.32332850341545,146,1,79,243.46646942800788,1209,7,369,221.5950036031708,4401,40,71,145.19724329740896,921,4,27,142.2550052687039,350,0,20,286.82059371862897,154,2,45,223.31397945511387,273,3,25,135.77363819040895,320,1,197,256.33351983657116,2270,3,92,206.79269032794625,1164,7,195,143.35705463741692,3820,13,40,197.27756954034328,566,2,3,77.92207792207792,83,0,210,249.30550609017737,3966,16,3,59.4059405940594,59,0,26,108.54137096100861,627,3,161,232.33329004141595,1210,6,99,95.1923076923077,1912,8,36,114.72275334608031,359,3,223,208.91299663678183,3506,35,246,176.23038899634645,3105,24,292,295.46282430080544,2557,18,253,323.0955877657876,2304,29,17,342.88019362646224,44,3,0,0.0,8,0,110,140.7531573492342,1768,2,61,88.11336289705181,1477,4,97,108.78098015027476,2059,13,302,209.93653243241363,4205,19,31,152.6191413942497,329,4
2020-12-01,362,269.6562255577489,3982,38,96,224.3200299093373,1224,7,0,0.0,43,-1,21,108.67315255640655,149,3,83,255.79388560157793,1219,10,381,228.8013451837617,4432,31,77,157.46743287183787,933,12,28,147.52370916754478,351,1,12,172.0923562311774,153,-1,46,228.2765123318942,276,3,31,168.3593113561071,325,5,190,247.2252221774036,2287,17,96,215.78367686394387,1175,11,204,149.97353408222077,3843,23,37,182.4817518248175,566,0,3,77.92207792207792,84,1,215,255.2413514732768,3991,25,3,59.4059405940594,59,0,23,96.01736661935377,628,1,170,245.32086526112244,1225,15,101,97.11538461538461,1922,10,38,121.09623964308477,361,2,222,207.97616705545093,3538,32,255,182.67784225231034,3127,22,298,301.53397822479457,2583,26,265,338.42027967562734,2336,32,21,423.55788624445347,48,4,1,108.57763300760044,9,1,111,142.03273150695446,1779,11,59,85.22440017911569,1483,6,100,112.145340361108,2067,8,308,214.10745691782586,4235,30,34,167.3887357227255,334,5
2020-12-02,308,229.43126373421728,4011,29,81,189.27002523600336,1240,16,1,26.15746795710175,44,1,20,103.49824052991099,150,1,68,209.5660749506903,1226,7,335,201.1770357914965,4472,40,73,149.28730648888526,940,7,32,168.59852476290834,358,7,9,129.06926717338305,155,2,33,163.7635849337502,278,2,32,173.79025688372346,328,3,177,230.3098122389497,2314,27,91,204.5449436939468,1187,12,178,130.8592601305652,3852,9,32,157.8220556322746,567,1,6,155.84415584415584,86,2,179,212.50326471496072,4004,13,1,19.801980198019802,60,1,21,87.66803039158387,631,3,158,228.00409830151378,1244,19,94,90.38461538461539,1931,9,47,149.77692797960484,374,13,208,194.8605529168189,3559,21,219,156.88802922845477,3146,19,248,250.9410288582183,2591,8,244,311.6020688334078,2366,30,23,463.896732553449,50,2,1,108.57763300760044,9,0,94,120.27997082570921,1790,11,51,73.6685493073712,1488,5,90,100.93080632499719,2077,10,258,179.34975287272422,4269,34,36,177.23513194170934,345,11
2020-12-03,323,240.60486424075387,4047,36,83,193.9433591924479,1249,9,2,52.3149359142035,45,1,20,103.49824052991099,151,1,74,228.05719921104537,1234,8,337,202.378092721595,4503,31,70,143.15221170167078,947,7,30,158.06111696522655,358,0,7,100.38720780152016,155,0,31,153.83851918018956,279,1,33,179.22120241133982,333,5,186,242.02048065787935,2337,23,94,211.28818359594507,1204,17,181,133.06475327883314,3873,21,33,162.7539948707832,573,6,7,181.8181818181818,87,1,207,245.74399886031767,4049,45,1,19.801980198019802,61,1,19,79.31869416381397,631,0,156,225.11797047491234,1259,15,92,88.46153846153847,1941,10,50,159.33715742511154,377,3,238,222.9654403567447,3598,39,214,153.30611075291927,3166,20,250,252.96474683288136,2610,19,293,374.17789413192,2423,57,24,484.06615570794673,52,2,1,108.57763300760044,9,0,99,126.67784161431075,1798,8,58,83.77991882014763,1497,9,88,98.68789951777504,2085,8,275,191.16737224805877,4305,36,37,182.15833005120126,349,4
2020-12-06,376,280.0849193638497,4152,105,114,266.38003551733806,1278,29,2,52.3149359142035,45,0,25,129.37280066238876,156,5,87,268.1213017751479,1255,21,451,270.83833773720875,4641,138,94,192.23296999938648,970,23,31,163.32982086406744,363,5,7,100.38720780152016,158,3,36,178.6511835640911,284,5,35,190.08309346657254,336,3,233,303.17619351228973,2401,64,118,265.23410281193105,1238,34,249,183.05593130624007,3944,71,51,251.52890116393766,591,18,9,233.76623376623377,88,1,300,356.15072298596766,4159,110,3,59.4059405940594,62,1,26,108.54137096100861,639,8,222,320.3601887527599,1325,66,108,103.84615384615384,1967,26,48,152.96367112810708,384,7,332,311.02742100184554,3696,98,275,197.0055161544523,3248,82,333,336.94904278139796,2707,97,418,533.8101015260839,2559,136,24,484.06615570794673,55,3,1,108.57763300760044,9,0,138,176.58123376540289,1842,44,79,114.11402735847693,1527,30,111,124.48132780082987,2112,27,388,269.7197833899884,4427,122,61,300.3150846790075,373,24
2020-12-07,374,278.5951059629781,4200,48,113,264.0433685391158,1295,17,2,52.3149359142035,45,0,20,103.49824052991099,158,2,81,249.6301775147929,1266,11,473,284.0499639682921,4719,78,88,179.96278042495757,973,3,32,168.59852476290834,368,5,9,129.06926717338305,159,1,24,119.1007890427274,286,2,34,184.65214793895618,339,3,226,294.0678958531222,2433,32,126,283.2160758839264,1259,21,254,186.73175322002,3988,44,50,246.59696192542907,598,7,10,259.7402597402597,90,2,316,375.1454282118859,4211,52,4,79.20792079207921,63,1,25,104.36670284712365,642,3,208,300.1572939665498,1338,13,103,99.03846153846155,1977,10,48,152.96367112810708,388,4,344,322.26937597781586,3748,52,288,206.31850419084464,3303,55,311,314.68814506010443,2739,32,429,547.8577357767704,2615,56,24,484.06615570794673,56,1,1,108.57763300760044,9,0,125,159.94676971503884,1855,13,81,117.00299007641306,1540,13,121,135.69586183694068,2139,27,421,292.6598680597554,4494,67,62,305.2382827884994,377,4
2020-12-08,318,236.88033073857497,4240,40,90,210.30002804000372,1299,4,1,26.15746795710175,45,0,14,72.4487683709377,159,1,68,209.5660749506903,1270,4,409,245.61614220514053,4770,51,73,149.28730648888526,990,17,23,121.18018967334037,373,5,8,114.72823748745161,160,1,16,79.40052602848495,286,0,25,135.77363819040895,344,5,181,235.51455375847397,2448,15,109,245.0043831059363,1266,7,213,156.59001352702464,4020,32,36,177.54981258630895,600,2,7,181.8181818181818,90,0,300,356.15072298596766,4250,39,5,99.00990099009901,64,1,21,87.66803039158387,645,3,160,230.8902261281152,1364,26,83,79.8076923076923,1987,10,42,133.8432122370937,398,10,309,289.4803406312358,3780,32,242,173.36485421591803,3323,20,232,234.75128506091392,2771,32,368,469.95721856841834,2643,28,17,342.88019362646224,58,2,1,108.57763300760044,9,0,104,133.0757124029123,1870,15,82,118.44747143538112,1555,15,112,125.60278120444096,2158,19,329,228.70569261676852,4515,21,58,285.5454903505317,383,6
2020-12-09,344,256.24790494990503,4288,48,98,228.99336386578184,1315,16,1,26.15746795710175,45,0,17,87.97350445042434,163,4,71,218.81163708086785,1280,10,425,255.22459764592844,4826,56,92,188.14290680791018,1013,23,27,142.2550052687039,377,4,8,114.72823748745161,162,2,18,89.32559178204555,291,5,31,168.3593113561071,351,7,195,253.73114907680898,2465,17,124,278.7205826159275,1288,22,233,171.29330118214435,4053,33,36,177.54981258630895,602,2,8,207.7922077922078,91,1,348,413.13483866372246,4314,64,6,118.8118811881188,65,1,19,79.31869416381397,646,1,202,291.4989104867455,1412,48,79,75.96153846153847,1991,4,46,146.59018483110262,405,7,316,296.0381477005518,3822,42,261,186.97614442295293,3366,43,252,254.9884648075444,2809,38,372,475.06544920503165,2676,33,19,383.21903993545783,63,5,3,325.7328990228013,11,2,110,140.7531573492342,1878,8,90,130.00332230712561,1567,12,124,139.0602220477739,2183,25,370,257.2070099337518,4575,60,55,270.7758960220559,384,1
2020-12-10,352,262.2071585533912,4334,46,103,240.6766987568932,1327,12,3,78.47240387130526,46,1,19,98.32332850341545,168,5,70,215.72978303747536,1289,9,449,269.63728080711024,4881,55,93,190.18793840364833,1026,13,31,163.32982086406744,382,5,10,143.41029685931449,163,1,21,104.2131904123865,297,6,32,173.79025688372346,357,6,190,247.2252221774036,2477,12,120,269.7295960799299,1295,7,231,169.82297241663235,4074,21,37,182.4817518248175,603,1,7,181.8181818181818,91,0,352,417.88351497020204,4343,29,6,118.8118811881188,65,0,20,83.49336227769892,648,2,209,301.6003578798505,1434,22,85,81.73076923076923,2007,16,48,152.96367112810708,409,4,319,298.84863644454435,3857,35,260,186.25976072784584,3387,21,255,258.024041769539,2838,29,381,486.55896813741145,2717,41,15,302.5413473174667,63,0,3,325.7328990228013,12,1,115,147.15102813783574,1894,16,94,135.78124774299786,1577,10,133,149.15330268027364,2200,17,391,271.8052456326945,4626,51,60,295.3918865695156,394,10
2020-12-13,477,355.3204961078625,4488,154,137,320.1233760164501,1377,50,5,130.78733978550875,49,3,31,160.42227282136204,181,13,101,311.267258382643,1327,38,629,377.73240451597405,5101,220,140,286.30442340334156,1080,54,25,131.71759747102212,383,1,14,200.77441560304032,169,6,26,129.02585479628803,304,7,44,238.96160321511977,372,15,220,286.26078357383574,2534,57,148,332.66650183191354,1335,40,310,227.9009586543551,4162,88,54,266.32471887946343,621,18,10,259.7402597402597,96,5,504,598.3332146164257,4508,165,8,158.41584158415841,68,3,27,112.71603907489354,658,10,264,380.9688731113901,1508,74,120,115.3846153846154,2051,44,58,184.8311026131294,432,23,459,430.0047778308648,4018,161,357,255.7489791532345,3503,116,372,376.41154328732745,2963,125,496,633.4205989400422,2862,145,16,322.7107704719645,66,3,4,434.31053203040176,13,1,152,194.4952719734872,1942,48,121,174.78224443513557,1609,32,179,200.7401592463833,2256,56,512,355.91888942184033,4781,155,56,275.69909413154784,401,7
2020-12-14,485,361.2797497113487,4532,44,146,341.15337882045054,1395,18,4,104.629871828407,49,0,32,165.5971848478576,183,2,109,335.922090729783,1343,16,657,394.5472015373529,5160,59,145,296.52958138203235,1092,12,29,152.79241306638568,387,4,15,215.11544528897176,170,1,27,133.98838767306833,306,2,44,238.96160321511977,377,5,212,275.8513005347872,2549,15,141,316.93227539391756,1345,10,320,235.25260248191495,4193,31,52,256.4608404024462,625,4,13,337.6623376623377,100,4,492,584.0871856969869,4541,33,7,138.6138613861386,68,0,33,137.76404775820322,664,6,270,389.6272565911944,1529,21,128,123.07692307692308,2069,18,59,188.0178457616316,436,4,461,431.87843699352646,4059,41,357,255.7489791532345,3523,20,393,397.66058202128954,3003,40,477,609.1565034161292,2900,38,16,322.7107704719645,68,2,4,434.31053203040176,13,0,158,202.1727169198091,1956,14,126,182.00465122997588,1623,14,185,207.4688796680498,2270,14,519,360.78496798815456,4824,43,53,260.9294998030721,402,1
2020-12-15,425,316.5853476852024,4577,45,139,324.79670997289463,1417,22,5,130.78733978550875,50,1,31,160.42227282136204,187,4,98,302.02169625246546,1353,10,581,348.9070381936104,5222,62,136,278.12429702038895,1106,14,35,184.40463645943098,398,11,14,200.77441560304032,172,2,26,129.02585479628803,310,4,45,244.3925487427361,381,4,162,210.79203154073363,2563,14,120,269.7295960799299,1358,13,277,203.64053402340764,4221,28,33,162.7539948707832,624,-1,12,311.68831168831167,100,0,417,495.0495049504951,4576,35,5,99.00990099009901,67,-1,25,104.36670284712365,664,0,240,346.33533919217285,1565,36,124,119.23076923076924,2091,22,60,191.20458891013385,444,8,420,393.4684241589613,4116,57,317,227.0936313489505,3565,42,332,335.93718379406647,3039,36,377,481.45073750079814,2936,36,13,262.2025010084712,68,0,4,434.31053203040176,13,0,132,168.90378881908103,1974,18,102,147.3370986147424,1629,6,176,197.37579903555007,2288,18,462,321.1611853767388,4889,65,32,157.54233950374163,405,3
2020-12-16,419,312.11590748258783,4619,42,140,327.13337695111693,1435,18,5,130.78733978550875,50,0,34,175.9470089008487,192,5,96,295.85798816568047,1362,9,548,329.0895988469854,5267,45,138,282.21436021186526,1111,5,33,173.8672286617492,401,3,16,229.45647497490322,175,3,26,129.02585479628803,312,2,46,249.82349427035248,385,4,149,193.8766216022797,2582,19,119,267.48184944593044,1378,20,255,187.466917602776,4243,22,30,147.95817715525743,628,4,11,285.7142857142857,101,1,408,484.364983260916,4619,43,4,79.20792079207921,67,0,26,108.54137096100861,668,4,263,379.5258091980894,1601,36,136,130.76923076923077,2113,22,59,188.0178457616316,447,3,414,387.84744667097607,4162,46,289,207.03488788595175,3592,27,335,338.972760756061,3074,35,358,457.18664197688526,2973,37,12,242.03307785397337,68,0,4,434.31053203040176,13,0,138,176.58123376540289,1993,19,99,143.0036545378382,1639,10,168,188.40417180666142,2307,19,442,307.25810375869816,4936,47,31,152.6191413942497,408,3
2020-12-17,424,315.8404409847667,4664,45,166,387.8867183848958,1465,30,5,130.78733978550875,50,0,34,175.9470089008487,193,1,98,302.02169625246546,1368,6,538,323.0843141964929,5308,41,127,259.7190126587456,1117,6,30,158.06111696522655,403,2,15,215.11544528897176,175,0,34,168.7261178105305,320,8,43,233.5306576875034,387,2,150,195.17780698216075,2598,16,119,267.48184944593044,1385,7,256,188.20208198553195,4276,33,29,143.02623791674887,629,1,11,285.7142857142857,101,0,430,510.4827029465536,4680,61,3,59.4059405940594,67,0,25,104.36670284712365,670,2,259,373.75355354488653,1623,22,151,145.1923076923077,2138,25,63,200.76481835564053,461,14,425,398.1525720656155,4205,43,310,222.07894548320078,3633,41,341,345.0439146800502,3112,38,382,487.8360257965647,3025,52,10,201.6942315449778,68,0,7,760.043431053203,16,3,141,180.4199562385638,2011,18,93,134.3367663840298,1648,9,168,188.40417180666142,2326,19,485,337.1497292374855,5000,64,26,128.00315084679008,409,1
2020-12-20,518,385.8616708257291,4806,142,217,507.05673427423125,1532,67,7,183.10227569971227,52,2,41,212.17139308631755,204,11,114,351.3313609467456,1394,26,636,381.93610377131876,5462,154,158,323.11499212662835,1171,54,36,189.67334035827187,413,10,17,243.79750466083462,179,4,38,188.57624931765173,329,9,73,396.45902351599415,424,37,240,312.2844911714572,2705,107,135,303.4457955899211,1423,38,330,242.6042463094748,4383,107,32,157.8220556322746,634,5,17,441.5584415584416,108,7,516,612.5792435358644,4830,150,4,79.20792079207921,69,2,35,146.11338398597312,681,11,306,441.57755747002034,1718,95,247,237.5,2238,100,121,385.5959209687699,526,65,522,489.02504145470897,4344,139,370,265.0619671896268,3736,103,444,449.26539037519734,3253,141,516,658.9617521231083,3192,167,6,121.01653892698668,69,1,8,868.6210640608035,19,3,196,250.7965349131809,2074,63,129,186.33809530688006,1696,48,186,208.59033307166087,2369,43,578,401.7990587613745,5153,153,39,192.00472627018513,423,14
2020-12-21,534,397.78017803270143,4868,62,224,523.413403121787,1551,19,8,209.259743656814,54,2,42,217.3463051128131,210,6,124,382.1499013806706,1413,19,678,407.158299303387,5559,97,161,329.25008691384284,1187,16,37,194.94204425711274,419,6,18,258.1385343467661,181,2,39,193.53878219443203,336,7,78,423.61375115407594,435,11,266,346.1153110483651,2743,38,147,330.4187551979141,1442,19,362,266.1295065576663,4436,53,34,167.68593410929176,637,3,21,545.4545454545455,112,4,534,633.9482869150224,4877,47,5,99.00990099009901,70,1,60,250.48008683309675,708,27,325,468.995771822734,1759,41,275,264.42307692307696,2282,44,122,388.78266411727213,531,5,560,524.6245655452816,4417,73,387,277.24049000644743,3774,38,464,469.50257012182783,3302,49,528,674.2864440329481,3245,53,9,181.52480839048005,72,3,6,651.4657980456026,18,-1,205,262.31270233266366,2099,25,136,196.44946481965653,1713,17,191,214.19760008971627,2391,22,603,419.17791078392526,5229,76,33,162.46553761323355,427,4
2020-12-22,435,324.0344146895601,4923,55,196,457.9867277315637,1573,22,6,156.94480774261052,55,1,32,165.5971848478576,213,3,103,317.43096646942803,1430,17,518,311.073744895508,5619,60,129,263.8090758502219,1209,22,41,216.01685985247627,424,5,14,200.77441560304032,183,2,35,173.68865068731083,339,3,71,385.59713246076143,443,8,232,301.8750081324086,2766,23,120,269.7295960799299,1455,13,319,234.51743809915897,4481,45,25,123.29848096271454,646,9,21,545.4545454545455,117,5,421,499.7981812569746,4929,52,3,59.4059405940594,71,1,54,225.4320781497871,712,4,288,415.60240703060737,1796,37,262,251.92307692307693,2313,31,104,331.42128744423195,536,5,457,428.13111866820304,4475,58,318,227.81001504405762,3821,47,392,396.648723033958,3355,53,440,561.9053700274567,3302,57,6,121.01653892698668,72,0,5,542.8881650380022,18,0,185,236.72121917825746,2127,28,112,161.78191220442298,1721,8,165,185.03981159582818,2421,30,527,366.34620063537085,5308,79,27,132.926348956282,428,1
