,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Ahuntsic–Cartierville,Anjou,Anjou,Anjou,Anjou,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Baie-D'Urfé,Beaconsfield,Beaconsfield,Beaconsfield,Beaconsfield,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-Saint-Luc,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Côte-des-Neiges–Notre-Dame-de-Grâce,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dollard-des-Ormeaux,Dorval,Dorval,Dorval,Dorval,Hampstead,Hampstead,Hampstead,Hampstead,Kirkland,Kirkland,Kirkland,Kirkland,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,L'Île-Bizard–Sainte-Geneviève,LaSalle,LaSalle,LaSalle,LaSalle,Lachine,Lachine,Lachine,Lachine,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mercier–Hochelaga-Maisonneuve,Mont-Royal,Mont-Royal,Mont-Royal,Mont-Royal,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Est,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Nord,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Montréal-Ouest,Outremont,Outremont,Outremont,Outremont,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Pierrefonds–Roxboro,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Plateau-Mont-Royal,Pointe-Claire,Pointe-Claire,Pointe-Claire,Pointe-Claire,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rivière-des-Prairies–Pointe-aux-Trembles,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Rosemont–La Petite Patrie,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Laurent,Saint-Léonard,Saint-Léonard,Saint-Léonard,Saint-Léonard,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Sainte-Anne-de-Bellevue,Senneville,Senneville,Senneville,Senneville,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Verdun,Verdun,Verdun,Verdun,Ville-Marie,Ville-Marie,Ville-Marie,Ville-Marie,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Villeray–Saint-Michel–Parc-Extension,Westmount,Westmount,Westmount,Westmount
2020-06-13,55,40.96986852396737,2273,17,8,18.69333582577811,680,2,1,26.15746795710175,30,0,1,5.17491202649555,59,0,10,30.81854043392505,513,0,33,19.81743934662503,2157,3,6,12.270189574428926,413,3,2,10.537407797681771,182,1,0,0.0,53,0,4,19.850131507121237,112,1,10,54.309455276163575,208,2,27,35.132005256788936,1164,1,23,51.69817258198656,610,6,43,31.612068458507323,2234,5,2,9.863878477017163,273,0,2,51.94805194805195,44,0,47,55.796946601134934,2494,1,0,0.0,20,0,6,25.04800868330968,263,1,9,12.98757521970648,531,1,8,7.6923076923076925,872,3,1,3.1867431485022304,222,0,29,27.168057858594945,2110,5,30,21.49151085321298,1525,4,16,16.18974379730441,1051,4,14,17.87880722814635,1087,1,0,0.0,18,0,0,0.0,5,0,11,14.075315734923418,893,0,12,17.33377630761675,935,0,19,21.30761466861052,767,4,50,34.7577040451016,2077,7,2,9.846396218983852,182,0
2020-06-14,50,37.24533502178852,2277,4,6,14.020001869333582,680,0,1,26.15746795710175,30,0,1,5.17491202649555,59,0,9,27.736686390532544,513,0,26,15.613740091280327,2158,1,5,10.225157978690772,413,0,2,10.537407797681771,182,0,0,0.0,53,0,3,14.887598630340925,112,0,7,38.016618693314506,209,1,28,36.433190636670005,1166,2,21,47.20267931398773,612,2,36,26.46591777921543,2237,3,2,9.863878477017163,273,0,0,0.0,44,0,49,58.17128475437472,2501,7,0,0.0,20,0,7,29.22267679719462,264,1,4,5.772255653202881,530,-1,6,5.769230769230769,871,-1,0,0.0,222,0,29,27.168057858594945,2115,5,33,23.64066193853428,1530,5,12,12.142307847978307,1051,0,9,11.493518932379796,1087,0,0,0.0,18,0,0,0.0,5,0,8,10.236593261762485,893,0,13,18.778257666584814,935,0,12,13.45744084333296,766,-1,43,29.891625478787372,2080,3,3,14.769594328475778,183,1
2020-06-15,42,31.286081418302356,2277,0,5,11.683334891111318,680,0,1,26.15746795710175,30,0,1,5.17491202649555,59,0,10,30.81854043392505,514,1,22,13.211626231083352,2161,3,5,10.225157978690772,413,0,3,15.806111696522654,183,1,0,0.0,53,0,2,9.925065753560618,112,0,7,38.016618693314506,210,1,26,33.83081987690786,1167,1,21,47.20267931398773,614,2,29,21.319767099923542,2238,1,2,9.863878477017163,273,0,0,0.0,44,0,49,58.17128475437472,2505,4,0,0.0,20,0,7,29.22267679719462,264,0,5,7.2153195665036,530,0,6,5.769230769230769,872,1,0,0.0,222,0,34,31.852205765249245,2124,9,32,22.92427824342718,1533,3,12,12.142307847978307,1053,2,6,7.662345954919865,1085,-2,0,0.0,18,0,0,0.0,5,0,7,8.957019104042175,895,2,10,14.444813589680624,936,1,15,16.8218010541662,768,2,43,29.891625478787372,2088,8,0,0.0,183,0
2020-06-16,42,31.286081418302356,2281,4,3,7.010000934666791,680,0,3,78.47240387130526,32,2,1,5.17491202649555,59,0,9,27.736686390532544,513,-1,22,13.211626231083352,2163,2,6,12.270189574428926,414,1,2,10.537407797681771,182,-1,0,0.0,53,0,3,14.887598630340925,113,1,7,38.016618693314506,210,0,27,35.132005256788936,1171,4,20,44.95493267998831,619,5,26,19.11427395165559,2240,2,3,14.795817715525747,274,1,0,0.0,44,0,42,49.86110121803547,2509,4,0,0.0,20,0,6,25.04800868330968,265,1,6,8.65838347980432,532,2,9,8.653846153846153,875,3,-1,-3.1867431485022304,221,-1,39,36.53635367190354,2130,6,29,20.77512715810588,1537,4,10,10.118589873315255,1054,1,8,10.216461273226486,1089,4,0,0.0,18,0,0,0.0,5,0,9,11.516167419482796,897,2,9,13.000332230712564,936,0,13,14.57889424694404,768,0,51,35.45285812600363,2100,12,0,0.0,183,0
2020-06-17,40,29.79626801743082,2285,4,9,21.030002804000375,686,6,3,78.47240387130526,32,0,1,5.17491202649555,59,0,6,18.49112426035503,513,0,22,13.211626231083352,2167,4,5,10.225157978690772,414,0,4,21.074815595363543,184,2,0,0.0,53,0,2,9.925065753560618,113,0,8,43.447564220930865,212,2,31,40.33674677631322,1178,7,22,49.45042594798714,624,5,35,25.730753396459445,2249,9,3,14.795817715525747,276,2,0,0.0,44,0,35,41.55091768169623,2511,2,0,0.0,20,0,5,20.87334056942473,265,0,8,11.544511306405761,534,2,10,9.615384615384615,877,2,-1,-3.1867431485022304,221,0,39,36.53635367190354,2132,2,26,18.62597607278458,1539,2,12,12.142307847978307,1054,0,7,8.939403614073175,1090,1,0,0.0,18,0,0,0.0,5,0,10,12.795741577203106,901,4,8,11.5558508717445,938,2,9,10.093080632499719,768,0,48,33.36739588329753,2106,6,-1,-4.923198109491926,182,-1
2020-06-18,45,33.52080151960967,2295,10,9,21.030002804000375,687,1,2,52.3149359142035,32,0,1,5.17491202649555,59,0,2,6.16370808678501,514,1,22,13.211626231083352,2172,5,5,10.225157978690772,414,0,6,31.61222339304531,186,2,0,0.0,53,0,4,19.850131507121237,115,2,5,27.154727638081788,211,-1,23,29.927263737264646,1182,4,23,51.69817258198656,626,2,32,23.525260248191493,2253,4,3,14.795817715525747,276,0,0,0.0,44,0,24,28.492057838877415,2514,3,0,0.0,20,0,4,16.698672455539786,266,1,5,7.2153195665036,533,-1,11,10.576923076923077,878,1,0,0.0,222,1,40,37.4731832532344,2137,5,23,16.476824987463285,1542,3,14,14.166025822641355,1058,4,6,7.662345954919865,1091,1,0,0.0,18,0,0,0.0,5,0,10,12.795741577203106,902,1,3,4.333444076904187,938,0,11,12.33598743972188,772,4,48,33.36739588329753,2115,9,0,0.0,182,0
2020-06-21,57,42.45968192483891,2313,18,17,39.72333862977848,695,8,2,52.3149359142035,32,0,0,0.0,59,0,3,9.245562130177515,516,2,22,13.211626231083352,2176,4,5,10.225157978690772,415,1,5,26.343519494204426,186,0,0,0.0,53,0,4,19.850131507121237,115,0,5,27.154727638081788,211,0,25,32.52963449702679,1188,6,22,49.45042594798714,626,0,34,24.995589013703466,2263,10,3,14.795817715525747,276,0,0,0.0,44,0,30,35.615072298596765,2523,9,0,0.0,20,0,5,20.87334056942473,267,1,3,4.32919173990216,533,0,12,11.538461538461538,881,3,0,0.0,222,0,44,41.220501578557844,2149,12,27,19.342359767891683,1548,6,17,17.20160278463593,1064,6,6,7.662345954919865,1092,1,0,0.0,18,0,0,0.0,5,0,9,11.516167419482796,902,0,10,14.444813589680624,945,7,17,19.06470786138836,780,8,58,40.31893669231785,2128,13,1,4.923198109491926,183,1
2020-06-22,43,32.03098811873813,2316,3,15,35.05000467333395,695,0,2,52.3149359142035,32,0,0,0.0,59,0,3,9.245562130177515,516,0,20,12.010569300984866,2177,1,3,6.135094787214463,416,1,4,21.074815595363543,186,0,-1,-14.341029685931451,52,-1,4,19.850131507121237,116,1,3,16.292836582849073,211,0,24,31.228449117145722,1188,0,16,35.96394614399065,626,0,29,21.319767099923542,2263,0,3,14.795817715525747,276,0,0,0.0,44,0,30,35.615072298596765,2524,1,0,0.0,20,0,3,12.52400434165484,266,-1,3,4.32919173990216,534,1,9,8.653846153846153,881,0,0,0.0,222,0,39,36.53635367190354,2149,0,23,16.476824987463285,1548,0,14,14.166025822641355,1065,1,5,6.385288295766554,1092,0,0,0.0,18,0,0,0.0,5,0,12,15.35488989264373,905,3,11,15.889294948648688,946,1,17,19.06470786138836,784,4,54,37.538320368709726,2131,3,2,9.846396218983852,184,1
2020-06-23,39,29.05136131699505,2316,0,15,35.05000467333395,695,0,2,52.3149359142035,32,0,0,0.0,59,0,3,9.245562130177515,516,0,19,11.410040835935623,2177,0,3,6.135094787214463,416,0,4,21.074815595363543,186,0,-1,-14.341029685931451,52,0,4,19.850131507121237,116,0,2,10.861891055232716,211,0,22,28.626078357383573,1188,0,14,31.46845287599182,626,0,26,19.11427395165559,2263,0,3,14.795817715525747,276,0,0,0.0,44,0,23,27.304888762257523,2524,0,0,0.0,20,0,2,8.349336227769893,266,0,4,5.772255653202881,534,0,10,9.615384615384615,881,0,0,0.0,222,0,34,31.852205765249245,2149,0,18,12.89490651192779,1548,0,14,14.166025822641355,1065,0,5,6.385288295766554,1092,0,0,0.0,18,0,0,0.0,5,0,12,15.35488989264373,905,0,11,15.889294948648688,946,0,18,20.186161264999438,784,0,51,35.45285812600363,2131,0,1,4.923198109491926,184,0
2020-06-24,54,40.22496182353161,2331,15,17,39.72333862977848,697,2,1,26.15746795710175,31,-1,1,5.17491202649555,60,1,3,9.245562130177515,517,1,18,10.809512370886381,2179,2,4,8.180126382952617,417,1,5,26.343519494204426,188,2,-1,-14.341029685931451,52,0,4,19.850131507121237,116,0,1,5.430945527616358,211,0,24,31.228449117145722,1191,3,12,26.972959607992983,626,0,29,21.319767099923542,2267,4,3,14.795817715525747,276,0,0,0.0,44,0,33,39.17657952845644,2538,14,0,0.0,20,0,5,20.87334056942473,269,3,4,5.772255653202881,534,0,12,11.538461538461538,884,3,0,0.0,222,0,26,24.357569114602363,2150,1,19,13.611290207034887,1552,4,16,16.18974379730441,1069,4,9,11.493518932379796,1094,2,0,0.0,18,0,0,0.0,5,0,10,12.795741577203106,905,0,10,14.444813589680624,946,0,25,28.036335090277,793,9,48,33.36739588329753,2136,5,1,4.923198109491926,184,0
2020-06-28,61,45.43930872658199,2342,11,19,44.39667258622301,699,2,-1,-26.15746795710175,31,0,1,5.17491202649555,60,0,5,15.409270216962526,518,1,20,12.010569300984866,2183,4,3,6.135094787214463,417,0,10,52.68703898840885,192,4,0,0.0,53,1,3,14.887598630340925,116,0,2,10.861891055232716,212,1,23,29.927263737264646,1194,3,6,13.486479803996492,625,-1,35,25.730753396459445,2275,8,5,24.65969619254291,279,3,0,0.0,44,0,42,49.86110121803547,2551,13,0,0.0,20,0,5,20.87334056942473,270,1,2,2.8861278266014403,534,0,12,11.538461538461538,887,3,-1,-3.1867431485022304,220,-2,22,20.610250789278922,2152,2,20,14.327673902141987,1557,5,20,20.23717974663051,1074,5,12,15.32469190983973,1101,7,0,0.0,18,0,0,0.0,5,0,11,14.075315734923418,908,3,15,21.667220384520938,951,5,40,44.8581361444432,808,15,60,41.70924485412192,2160,24,0,0.0,183,-1
2020-06-29,59,43.94949532571046,2344,2,13,30.376670716889425,699,0,-1,-26.15746795710175,31,0,1,5.17491202649555,60,0,5,15.409270216962526,518,0,18,10.809512370886381,2185,2,3,6.135094787214463,417,0,8,42.149631190727085,192,0,0,0.0,53,0,3,14.887598630340925,116,0,0,0.0,212,0,20,26.02370759762143,1198,4,1,2.2477466339994154,625,0,27,19.849438334411573,2276,1,3,14.795817715525747,279,0,0,0.0,44,0,41,48.67393214141558,2552,1,0,0.0,20,0,5,20.87334056942473,270,0,1,1.4430639133007201,535,1,11,10.576923076923077,888,1,-1,-3.1867431485022304,220,0,25,23.4207395332715,2157,5,18,12.89490651192779,1557,0,22,22.26089772129356,1076,2,14,17.87880722814635,1104,3,0,0.0,18,0,0,0.0,5,0,7,8.957019104042175,908,0,13,18.778257666584814,951,0,42,47.101042951665356,810,2,58,40.31893669231785,2164,4,1,4.923198109491926,183,0
2020-06-30,51,37.99024172222429,2346,2,13,30.376670716889425,700,1,-1,-26.15746795710175,31,0,1,5.17491202649555,60,0,5,15.409270216962526,519,1,14,8.407398510689406,2186,1,5,10.225157978690772,419,2,6,31.61222339304531,192,0,0,0.0,53,0,1,4.962532876780309,116,0,1,5.430945527616358,212,0,16,20.818966078097144,1198,0,2,4.495493267998831,628,3,23,16.90878080338764,2276,0,3,14.795817715525747,279,0,0,0.0,44,0,43,51.04827029465537,2557,5,0,0.0,20,0,4,16.698672455539786,270,0,3,4.32919173990216,536,1,12,11.538461538461538,890,2,0,0.0,222,2,23,21.54708037060978,2160,3,18,12.89490651192779,1560,3,20,20.23717974663051,1078,2,13,16.60174956899304,1104,0,0,0.0,18,0,0,0.0,5,0,5,6.397870788601553,907,-1,13,18.778257666584814,951,0,40,44.8581361444432,812,2,51,35.45285812600363,2166,2,1,4.923198109491926,183,0
2020-07-01,33,24.581921114380425,2346,0,7,16.356668847555845,702,2,-1,-26.15746795710175,31,0,1,5.17491202649555,60,0,3,9.245562130177515,519,0,6,3.60317079029546,2182,-4,4,8.180126382952617,419,0,6,31.61222339304531,192,0,0,0.0,53,0,1,4.962532876780309,116,0,1,5.430945527616358,212,0,11,14.313039178691787,1199,1,2,4.495493267998831,628,0,19,13.9681232723637,2282,6,4,19.727756954034326,280,1,0,0.0,44,0,37,43.92525583493601,2560,3,0,0.0,20,0,4,16.698672455539786,271,1,3,4.32919173990216,536,0,12,11.538461538461538,893,3,0,0.0,222,0,12,11.241954975970321,2161,1,13,9.31298803639229,1561,1,19,19.225320759298985,1083,5,12,15.32469190983973,1104,0,0,0.0,18,0,0,0.0,5,0,5,6.397870788601553,907,0,6,8.666888153808374,951,0,32,35.88650891555456,812,0,41,28.50131731698331,2169,3,1,4.923198109491926,184,1
2020-07-05,36,26.816641215687735,2352,6,10,23.366669782222637,705,3,-1,-26.15746795710175,31,0,2,10.3498240529911,61,1,3,9.245562130177515,519,0,10,6.005284650492433,2187,5,3,6.135094787214463,419,0,6,31.61222339304531,192,0,1,14.341029685931451,53,0,0,0.0,116,0,0,0.0,211,-1,15,19.517780698216075,1203,4,5,11.238733169997078,631,3,31,22.79009586543551,2294,12,6,29.591635431051493,282,2,0,0.0,44,0,40,47.48676306479569,2564,4,0,0.0,20,0,5,20.87334056942473,271,0,8,11.544511306405761,542,6,14,13.461538461538462,895,2,-1,-3.1867431485022304,221,-1,18,16.86293246395548,2167,6,17,12.178522816820688,1565,4,18,18.21346177196746,1083,0,16,20.43292254645297,1108,4,0,0.0,18,0,0,0.0,5,0,3,3.8387224731609324,908,1,9,13.000332230712564,955,4,32,35.88650891555456,816,4,46,31.97708772149347,2177,8,1,4.923198109491926,185,1
2020-07-06,35,26.07173451525196,2351,-1,10,23.366669782222637,705,0,-1,-26.15746795710175,31,0,2,10.3498240529911,61,0,3,9.245562130177515,519,0,16,9.608455440787894,2193,6,3,6.135094787214463,419,0,6,31.61222339304531,192,0,1,14.341029685931451,53,0,1,4.962532876780309,117,1,0,0.0,211,0,16,20.818966078097144,1204,1,4,8.990986535997662,630,-1,32,23.525260248191493,2295,1,6,29.591635431051493,282,0,0,0.0,44,0,40,47.48676306479569,2564,0,0,0.0,20,0,5,20.87334056942473,271,0,8,11.544511306405761,542,0,14,13.461538461538462,895,0,-1,-3.1867431485022304,221,0,19,17.799762045286343,2168,1,20,14.327673902141987,1568,3,18,18.21346177196746,1083,0,16,20.43292254645297,1108,0,0,0.0,18,0,0,0.0,5,0,4,5.118296630881242,909,1,9,13.000332230712564,955,0,32,35.88650891555456,816,0,48,33.36739588329753,2179,2,1,4.923198109491926,185,0
2020-07-07,18,13.408320607843867,2349,-2,4,9.346667912889055,701,-4,0,0.0,31,0,1,5.17491202649555,61,0,2,6.16370808678501,519,0,8,4.804227720393947,2187,-6,2,4.090063191476308,419,0,5,26.343519494204426,193,1,2,28.682059371862902,54,1,1,4.962532876780309,117,0,0,0.0,211,0,12,15.614224558572861,1203,-1,6,13.486479803996492,632,2,31,22.79009586543551,2298,3,6,29.591635431051493,282,0,0,0.0,44,0,24,28.492057838877415,2562,-2,0,0.0,20,0,1,4.174668113884946,270,-1,8,11.544511306405761,542,0,10,9.615384615384615,894,-1,-2,-6.373486297004461,220,-1,13,12.178784557301181,2163,-5,15,10.74575542660649,1567,-1,13,13.15416683530983,1082,-1,16,20.43292254645297,1110,2,0,0.0,18,0,0,0.0,5,0,4,5.118296630881242,909,0,8,11.5558508717445,954,-1,24,26.91488168666592,817,1,42,29.19647139788534,2178,-1,1,4.923198109491926,185,0
2020-07-08,14,10.428693806100785,2356,7,7,16.356668847555845,706,5,0,0.0,31,0,1,5.17491202649555,61,0,2,6.16370808678501,520,1,14,8.407398510689406,2197,10,2,4.090063191476308,419,0,1,5.268703898840886,193,0,1,14.341029685931451,54,0,1,4.962532876780309,117,0,-1,-5.430945527616358,211,0,15,19.517780698216075,1209,6,10,22.477466339994155,635,3,28,20.58460271716756,2303,5,3,14.795817715525747,282,0,0,0.0,44,0,15,17.807536149298382,2566,4,0,0.0,20,0,2,8.349336227769893,272,2,10,14.4306391330072,544,2,8,7.6923076923076925,895,1,1,3.1867431485022304,221,1,19,17.799762045286343,2171,8,17,12.178522816820688,1574,7,10,10.118589873315255,1084,2,12,15.32469190983973,1113,3,0,0.0,18,0,0,0.0,5,0,1,1.2795741577203106,909,0,6,8.666888153808374,957,3,10,11.2145340361108,818,1,24,16.683697941648767,2184,6,2,9.846396218983852,185,0
2020-07-09,12,8.938880405229245,2356,0,7,16.356668847555845,706,0,0,0.0,31,0,1,5.17491202649555,61,0,2,6.16370808678501,520,0,13,7.806870045640164,2198,1,2,4.090063191476308,419,0,1,5.268703898840886,193,0,1,14.341029685931451,54,0,1,4.962532876780309,117,0,-1,-5.430945527616358,211,0,15,19.517780698216075,1213,4,11,24.72521297399357,636,1,33,24.26042463094748,2309,6,3,14.795817715525747,282,0,0,0.0,44,0,17,20.18187430253817,2569,3,0,0.0,20,0,2,8.349336227769893,272,0,9,12.98757521970648,544,0,10,9.615384615384615,898,3,1,3.1867431485022304,221,0,16,14.989273301293762,2173,2,20,14.327673902141987,1577,3,8,8.094871898652205,1084,0,10,12.770576591533109,1114,1,0,0.0,18,0,0,0.0,5,0,4,5.118296630881242,912,3,6,8.666888153808374,957,0,9,10.093080632499719,819,1,23,15.988543860746734,2187,3,3,14.769594328475778,186,1
2020-07-12,16,11.918507206972327,2362,6,9,21.030002804000375,709,3,0,0.0,31,0,2,10.3498240529911,62,1,0,0.0,519,-1,19,11.410040835935623,2205,7,1,2.045031595738154,420,1,1,5.268703898840886,193,0,2,28.682059371862902,55,1,1,4.962532876780309,117,0,-1,-5.430945527616358,211,0,27,35.132005256788936,1225,12,8,17.981973071995323,636,0,43,31.612068458507323,2319,10,4,19.727756954034326,283,1,0,0.0,44,0,15,17.807536149298382,2572,3,0,0.0,20,0,2,8.349336227769893,272,0,11,15.873703046307922,547,3,14,13.461538461538462,904,6,0,0.0,222,1,17,15.926102882624622,2177,4,26,18.62597607278458,1586,9,10,10.118589873315255,1088,4,13,16.60174956899304,1117,3,0,0.0,18,0,0,0.0,5,0,7,8.957019104042175,914,2,10,14.444813589680624,961,4,13,14.57889424694404,825,6,28,19.464314265256895,2194,7,4,19.692792437967704,187,1
2020-07-13,22,16.38794740958695,2368,6,7,16.356668847555845,709,0,0,0.0,31,0,2,10.3498240529911,62,0,0,0.0,519,0,25,15.013211626231085,2207,2,1,2.045031595738154,420,0,1,5.268703898840886,193,0,2,28.682059371862902,55,0,1,4.962532876780309,117,0,-1,-5.430945527616358,211,0,26,33.83081987690786,1225,0,8,17.981973071995323,636,0,37,27.201082161971414,2319,0,3,14.795817715525747,283,0,0,0.0,44,0,12,14.246028919438707,2572,0,0,0.0,20,0,1,4.174668113884946,272,0,11,15.873703046307922,547,0,15,14.423076923076925,908,4,0,0.0,222,0,15,14.0524437199629,2176,-1,32,22.92427824342718,1593,7,6,6.071153923989153,1089,1,14,17.87880722814635,1118,1,0,0.0,18,0,0,0.0,5,0,10,12.795741577203106,917,3,11,15.889294948648688,962,1,25,28.036335090277,837,12,24,16.683697941648767,2193,-1,3,14.769594328475778,187,0
2020-07-14,15,11.173600506536557,2367,-1,5,11.683334891111318,710,1,0,0.0,31,0,1,5.17491202649555,62,0,1,3.081854043392505,520,1,23,13.812154696132598,2210,3,2,4.090063191476308,421,1,1,5.268703898840886,193,0,2,28.682059371862902,55,0,1,4.962532876780309,117,0,0,0.0,211,0,23,29.927263737264646,1226,1,7,15.73422643799591,638,2,27,19.849438334411573,2321,2,1,4.931939238508582,283,0,0,0.0,44,0,11,13.058859842818814,2575,3,0,0.0,20,0,1,4.174668113884946,272,0,5,7.2153195665036,547,0,22,21.153846153846153,917,9,3,9.560229445506693,224,2,10,9.3682958133086,2177,1,37,26.506196718962677,1602,9,7,7.083012911320678,1090,1,13,16.60174956899304,1121,3,0,0.0,18,0,0,0.0,5,0,16,20.47318652352497,924,7,8,11.5558508717445,963,1,40,44.8581361444432,856,19,23,15.988543860746734,2200,7,3,14.769594328475778,188,1
2020-07-15,16,11.918507206972327,2367,0,5,11.683334891111318,710,0,0,0.0,31,0,1,5.17491202649555,62,0,2,6.16370808678501,521,1,22,13.211626231083352,2215,5,2,4.090063191476308,421,0,1,5.268703898840886,193,0,2,28.682059371862902,55,0,1,4.962532876780309,118,1,0,0.0,211,0,23,29.927263737264646,1227,1,9,20.22971970599474,639,1,30,22.054931482679528,2325,4,1,4.931939238508582,283,0,0,0.0,44,0,13,15.433197996058599,2577,2,0,0.0,20,0,1,4.174668113884946,272,0,6,8.65838347980432,548,1,26,25.0,921,4,2,6.373486297004461,223,-1,12,11.241954975970321,2180,3,40,28.655347804283974,1608,6,7,7.083012911320678,1090,0,17,21.709980205606286,1125,4,0,0.0,18,0,0,0.0,5,0,17,21.75276068124528,926,2,12,17.33377630761675,967,4,52,58.31557698777616,868,12,24,16.683697941648767,2203,3,3,14.769594328475778,188,0
2020-07-16,19,14.153227308279638,2368,1,9,21.030002804000375,710,0,0,0.0,31,0,1,5.17491202649555,62,0,2,6.16370808678501,521,0,29,17.415325486428056,2216,1,2,4.090063191476308,421,0,0,0.0,193,0,1,14.341029685931451,55,0,2,9.925065753560618,119,1,0,0.0,211,0,25,32.52963449702679,1228,1,10,22.477466339994155,642,3,40,29.40657531023937,2338,13,2,9.863878477017163,284,1,0,0.0,44,0,15,17.807536149298382,2577,0,0,0.0,20,0,2,8.349336227769893,272,0,6,8.65838347980432,548,0,36,34.61538461538461,930,9,3,9.560229445506693,223,0,18,16.86293246395548,2181,1,55,39.40110323089047,1622,14,11,11.13044886064678,1093,3,16,20.43292254645297,1126,1,0,0.0,18,0,0,0.0,5,0,20,25.591483154406212,929,3,15,21.667220384520938,969,2,65,72.8944712347202,882,14,29,20.159468346158924,2207,4,5,24.61599054745963,190,2
2020-07-19,26,19.36757421133003,2382,14,3,7.010000934666791,709,-1,0,0.0,31,0,1,5.17491202649555,62,0,1,3.081854043392505,521,0,32,19.21691088157579,2229,13,5,10.225157978690772,424,3,2,10.537407797681771,195,2,1,14.341029685931451,55,0,3,14.887598630340925,120,1,1,5.430945527616358,212,1,25,32.52963449702679,1234,6,9,20.22971970599474,644,2,51,37.49338352055519,2354,16,3,14.795817715525747,285,1,0,0.0,44,0,19,22.556212455777953,2585,8,1,19.801980198019802,21,1,0,0.0,272,0,8,11.544511306405761,552,4,57,54.80769230769231,952,22,2,6.373486297004461,223,0,16,14.989273301293762,2187,6,68,48.714091267282754,1642,20,12,12.142307847978307,1096,3,19,24.264095523912907,1132,6,0,0.0,18,0,0,0.0,5,0,40,51.182966308812425,949,20,19,27.445145820393186,976,7,108,121.11696758999665,926,44,34,23.635238750669085,2218,11,5,24.61599054745963,190,0
2020-07-20,29,21.602294312637344,2385,3,3,7.010000934666791,709,0,0,0.0,31,0,1,5.17491202649555,62,0,2,6.16370808678501,522,1,42,25.222195532068223,2240,11,7,14.31522117016708,426,2,3,15.806111696522654,196,1,1,14.341029685931451,55,0,3,14.887598630340925,120,0,3,16.292836582849073,214,2,27,35.132005256788936,1240,6,8,17.981973071995323,644,0,52,38.22854790331118,2361,7,3,14.795817715525747,285,0,0,0.0,44,0,18,21.369043379158057,2587,2,1,19.801980198019802,21,0,0,0.0,272,0,9,12.98757521970648,553,1,69,66.34615384615384,967,15,3,9.560229445506693,224,1,18,16.86293246395548,2191,4,73,52.296009742818256,1650,8,15,15.177884809972882,1099,3,20,25.541153183066218,1134,2,0,0.0,18,0,0,0.0,5,0,42,53.74211462425305,954,5,23,33.223071256265435,980,4,111,124.48132780082987,930,4,40,27.806163236081275,2227,9,4,19.692792437967704,190,0
2020-07-21,23,17.13285411002272,2385,0,3,7.010000934666791,712,3,0,0.0,31,0,0,0.0,62,0,3,9.245562130177515,522,0,40,24.02113860196973,2245,5,6,12.270189574428926,426,0,5,26.343519494204426,198,2,0,0.0,55,0,3,14.887598630340925,120,0,3,16.292836582849073,214,0,20,26.02370759762143,1245,5,13,29.220706241992406,649,5,50,36.75821913779921,2369,8,2,9.863878477017163,285,0,0,0.0,44,0,15,17.807536149298382,2587,0,1,19.801980198019802,21,0,0,0.0,272,0,9,12.98757521970648,556,3,68,65.38461538461539,972,5,3,9.560229445506693,225,1,16,14.989273301293762,2193,2,64,45.84855648685436,1650,0,11,11.13044886064678,1099,0,20,25.541153183066218,1137,3,0,0.0,18,0,0,0.0,5,0,47,60.13998541285461,961,7,21,30.334108538329314,982,2,107,119.99551418638555,932,2,41,28.50131731698331,2235,8,4,19.692792437967704,191,1
